Conversion_ID,Order_ID,Order_Date,Country,Channel,Campaign_ID,Campaign_Name,Customer_ID,Conversion_Type,Attributed_Revenue
CONV-002295,ORD-012043,2024-05-11,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-003933,Purchase,786.14
CONV-002296,ORD-013047,2024-10-16,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-012442,Purchase,1016.71
CONV-002297,ORD-008996,2024-02-03,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-008342,Purchase,683.12
CONV-002298,ORD-005460,2024-10-18,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-007897,Purchase,1304.45
CONV-002299,ORD-001781,2024-11-28,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-019386,Purchase,1262.90
CONV-002300,ORD-008268,2024-10-13,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-001572,Purchase,1667.86
CONV-002301,ORD-006815,2024-05-06,France,Organic Search,,,CUST-016347,Purchase,293.20
CONV-002302,ORD-011154,2024-06-03,France,Direct,,,CUST-014943,Purchase,1381.23
CONV-002303,ORD-003723,2024-06-29,France,Organic Search,,,CUST-009135,Purchase,805.42
CONV-002304,ORD-002003,2024-11-19,France,Direct,,,CUST-003854,Purchase,1268.40
CONV-002305,ORD-010277,2024-07-21,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-005850,Purchase,298.03
CONV-002306,ORD-004243,2024-10-30,Portugal,Organic Search,,,CUST-003509,Purchase,651.46
CONV-002307,ORD-011965,2024-06-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-002179,Assisted Purchase,3509.40
CONV-002307,ORD-INVALID-002307,2024-11-29,France,Email,CAMP-FR-EML-003,flash sale fr,CUST-006668,Purchase,900.59
CONV-002309,ORD-008136,2024-04-17,France,Organic Search,,,CUST-019468,Purchase,1232.43
CONV-002310,ORD-010222,2024-10-21,France,Organic Search,,,CUST-002487,Assisted Purchase,685.79
CONV-002311,ORD-008819,2024-03-28,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,CUST-009920,Purchase,173.36
CONV-002312,ORD-009376,2024-09-23,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-013146,Purchase,2264.01
CONV-002313,ORD-003381,2024-09-08,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-005690,Assisted Purchase,1911.47
CONV-002314,ORD-008554,2024-07-20,France,Direct,,,CUST-016761,Purchase,1855.80
CONV-002315,ORD-003799,2024-04-08,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-002067,Purchase,926.29
CONV-002316,ORD-004091,2024-11-17,France,Organic Search,,,CUST-014023,Purchase,683.57
CONV-002317,ORD-012160,2024-01-20,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-017255,Purchase,1037.82
CONV-002318,ORD-001495,2024-05-22,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-019825,Purchase,1086.07
CONV-002319,ORD-007790,2024-12-07,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-000795,Assisted Purchase,506.12
CONV-002320,ORD-000766,2024-11-12,France,Direct,,,CUST-011006,Purchase,1303.73
CONV-002321,ORD-001625,2024-07-05,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-006190,Purchase,1338.57
CONV-002322,ORD-006446,2024-03-22,France,Direct,,,CUST-016438,Purchase,1099.71
CONV-002323,ORD-002787,2024-07-09,France,Organic Search,,,CUST-009067,Purchase,1406.49
CONV-002324,ORD-000132,2024-05-17,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-005216,Purchase,806.33
CONV-002325,ORD-005608,2024-10-18,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-004080,Assisted Purchase,1366.48
CONV-002326,ORD-004967,2024-02-14,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-000899,Purchase,897.66
CONV-002327,ORD-005947,2024-06-21,France,Organic Search,,,CUST-009532,Purchase,1190.73
CONV-002328,ORD-INVALID-002327,2024-03-19,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-004668,Purchase,997.78
CONV-002329,ORD-001009,2024-04-15,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-004153,Assisted Purchase,538.15
CONV-002330,ORD-010978,2024-02-06,Portugal,Organic Search,,,CUST-010759,Purchase,446.57
CONV-002331,ORD-007512,2024-07-30,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-008304,Purchase,1873.72
CONV-002332,ORD-002493,2024-01-01,France,Direct,,,CUST-003127,Purchase,1266.21
CONV-002333,ORD-000652,2024-01-14,France,Organic Search,,,CUST-005092,Purchase,1129.56
CONV-002334,ORD-011709,2024-11-02,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-016989,Purchase,2255.73
CONV-002335,ORD-000413,2024-04-12,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,CUST-017758,Purchase,1496.38
CONV-002336,ORD-007106,2024-06-22,France,Organic Search,,,CUST-008846,Assisted Purchase,90.85
CONV-002337,ORD-012123,2024-06-15,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-014488,Purchase,2550.14
CONV-002338,ORD-006226,2024-12-14,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-017785,Purchase,304.17
CONV-002339,ORD-009101,2024-12-23,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-016358,Purchase,1041.68
CONV-002340,ORD-012285,2024-11-05,France,Organic Search,,,CUST-017078,Purchase,1970.14
CONV-002341,ORD-011432,2024-09-20,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-006038,Purchase,2171.24
CONV-002342,ORD-INVALID-002341,2024-11-03,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-011575,Purchase,106.95
CONV-002343,ORD-010183,2024-02-09,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-007068,Purchase,4812.32
CONV-002344,ORD-003440,2024-09-19,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-016005,Purchase,271.23
CONV-002345,ORD-004248,2024-01-01,France,Organic Search,,,CUST-009868,Purchase,196.54
CONV-002346,ORD-005377,2024-07-16,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-016933,Purchase,1395.04
CONV-002347,ORD-002877,2024-10-03,France,Organic Search,,,CUST-006349,Purchase,609.52
CONV-002348,ORD-006497,2024-02-06,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-018158,Assisted Purchase,747.19
CONV-002349,ORD-008440,2024-02-13,Portugal,Organic Search,,,CUST-019080,Purchase,647.41
CONV-002350,ORD-013368,2024-11-09,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-009530,Purchase,1040.57
CONV-002351,ORD-004428,2024-03-29,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,CUST-006768,Purchase,587.04
CONV-002352,ORD-009511,2024-06-30,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-013908,Assisted Purchase,754.73
CONV-002353,ORD-006613,2024-11-13,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-017549,Assisted Purchase,472.14
CONV-002354,ORD-012510,2024-03-02,France,Organic Search,,,CUST-015892,Purchase,261.71
CONV-002355,ORD-004361,2024-05-28,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-000385,Purchase,1011.12
CONV-002356,ORD-007851,2024-03-16,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,CUST-004843,Purchase,412.85
CONV-002357,ORD-001032,2024-10-06,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-008423,Purchase,462.92
CONV-002358,ORD-010523,2024-12-18,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-014351,Purchase,402.34
CONV-002359,ORD-000624,2024-10-24,France,Organic Search,,,CUST-009419,Assisted Purchase,885.25
CONV-002360,ORD-000368,2024-12-11,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-005362,Purchase,1466.75
CONV-002361,ORD-002889,2024-11-14,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-014825,Purchase,981.41
CONV-002362,ORD-012505,2024-08-23,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-000238,Assisted Purchase,801.46
CONV-002363,ORD-000812,2024-09-28,Spain,Organic Search,,,CUST-011881,Purchase,812.52
CONV-002364,ORD-009446,2024-08-18,France,Direct,,,CUST-004250,Purchase,1064.81
CONV-002365,ORD-004488,2024-12-08,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-002014,Assisted Purchase,329.65
CONV-002366,ORD-001326,2024-05-13,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-008218,Assisted Purchase,806.55
CONV-002367,ORD-012506,2024-12-31,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-002865,Assisted Purchase,667.11
CONV-002368,ORD-003405,2024-03-14,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-017805,Assisted Purchase,474.69
CONV-002369,ORD-012622,2024-03-14,France,Direct,,,CUST-012202,Purchase,1015.25
CONV-002370,ORD-007066,2024-09-11,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-002422,Purchase,3791.04
CONV-002371,ORD-003402,2024-10-17,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-008037,Purchase,323.03
CONV-002372,ORD-009756,2024-06-05,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-018840,Purchase,359.56
CONV-002373,ORD-000857,2024-05-16,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-001384,Purchase,1583.49
CONV-002374,ORD-002563,2024-11-12,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-005508,Purchase,629.34
CONV-002375,ORD-006661,2024-12-26,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-011275,Assisted Purchase,444.49
CONV-002376,ORD-012688,2024-01-24,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,CUST-018101,Purchase,345.95
CONV-002377,ORD-012665,2024-06-04,France,Direct,,,CUST-014235,Purchase,2330.30
CONV-002378,ORD-004630,2024-11-08,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-008364,Purchase,661.48
CONV-002379,ORD-002954,2024-05-31,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,CUST-001583,Purchase,3385.92
CONV-002380,ORD-000240,2024-11-16,France,Organic Search,,,CUST-015354,Assisted Purchase,1747.84
CONV-002381,ORD-013023,2024-12-02,France,Organic Search,,,CUST-009639,Purchase,1709.79
CONV-002382,ORD-004842,2024-11-01,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-000685,Purchase,700.36
CONV-002383,ORD-004733,2024-01-19,Portugal,Organic Search,,,CUST-003564,Purchase,425.83
CONV-002384,ORD-004422,2024-03-03,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,CUST-001662,Purchase,759.22
CONV-002385,ORD-001797,2024-05-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-002896,Assisted Purchase,129.74
CONV-002386,ORD-001111,2024-07-05,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-013244,Purchase,154.72
CONV-002387,ORD-011161,2024-03-14,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-006163,Purchase,320.04
CONV-002388,ORD-008214,2024-09-02,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,CUST-015983,Assisted Purchase,1832.35
CONV-002389,ORD-003540,2024-12-16,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-000872,Assisted Purchase,1042.51
CONV-002390,ORD-006549,2024-11-05,France,Organic Search,,,CUST-016250,Purchase,372.17
CONV-002391,ORD-000447,2024-07-20,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-004668,Purchase,1663.93
CONV-002392,ORD-005892,2024-12-10,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-006080,Purchase,997.73
CONV-002393,ORD-002736,2024-05-16,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-004340,Purchase,1406.65
CONV-002394,ORD-004648,2024-09-25,France,Organic Search,,,CUST-000079,Purchase,1890.06
CONV-002395,ORD-009260,2024-11-18,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,CUST-014340,Purchase,1504.69
CONV-002396,ORD-004343,2024-12-22,Portugal,Direct,,,CUST-013627,Purchase,467.55
CONV-002397,ORD-012702,2024-11-18,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-004215,Purchase,1299.94
CONV-002398,ORD-009941,2024-07-12,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-007725,Purchase,2176.96
CONV-002399,ORD-008967,2024-12-29,France,Organic Search,,,CUST-003469,Purchase,1355.93
CONV-002400,ORD-006795,2024-07-19,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-000983,Purchase,627.84
CONV-002401,ORD-008079,2024-08-05,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-008549,Purchase,1181.70
CONV-002402,ORD-003134,2024-04-04,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-018026,Purchase,647.04
CONV-002403,ORD-012462,2024-11-11,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-012240,Purchase,56.41
CONV-002404,ORD-007639,2024-10-23,Spain,Organic Search,,,CUST-017036,Assisted Purchase,505.13
CONV-002405,ORD-013440,2024-05-29,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-014213,Assisted Purchase,480.91
CONV-002406,ORD-009715,2024-12-02,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-010869,Purchase,728.50
CONV-002407,ORD-004920,2024-12-27,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-001954,Purchase,642.19
CONV-002408,ORD-000936,2024-11-19,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-016373,Purchase,3034.85
CONV-002409,ORD-005104,2024-05-06,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,CUST-015789,Purchase,464.79
CONV-002410,ORD-007587,2024-01-28,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-017906,Purchase,4836.92
CONV-002411,ORD-012823,2024-09-17,France,Direct,,,CUST-007963,Purchase,1599.22
CONV-002412,ORD-003616,2024-01-23,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-017420,Purchase,447.30
CONV-002413,ORD-008548,2024-05-03,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-001423,Purchase,555.36
CONV-002414,ORD-001977,2024-03-20,Spain,Organic Search,,,CUST-015431,Purchase,1295.19
CONV-002415,ORD-005605,2024-03-09,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-015127,Assisted Purchase,469.47
CONV-002416,ORD-004064,2024-10-07,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-017716,Purchase,439.33
CONV-002417,ORD-002822,2024-06-06,France,Organic Search,,,CUST-015289,Purchase,2025.57
CONV-002418,ORD-013219,2024-09-21,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-010111,Assisted Purchase,533.08
CONV-002419,ORD-000803,2024-02-05,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-004570,Purchase,2051.28
CONV-002420,ORD-009091,2024-10-02,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-004408,Purchase,387.95
CONV-002421,ORD-004465,2024-03-14,France,Direct,,,CUST-012952,Assisted Purchase,363.50
CONV-002422,ORD-005067,2024-03-31,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-010837,Purchase,1721.40
CONV-002423,ORD-012846,2024-12-05,France,Direct,,,CUST-008739,Purchase,265.75
CONV-002424,ORD-004751,2024-04-07,Portugal,Organic Search,,,CUST-011227,Purchase,849.67
CONV-002425,ORD-003632,2024-01-30,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-010256,Purchase,760.97
CONV-002426,ORD-000950,2024-11-07,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-016759,Purchase,364.73
CONV-002427,ORD-000471,2024-09-28,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-005549,Purchase,1960.31
CONV-002428,ORD-009020,2024-09-24,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-015403,Purchase,208.34
CONV-002429,ORD-003231,2024-07-20,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,CUST-005486,Purchase,347.97
CONV-002430,ORD-005201,2024-01-27,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-011525,Purchase,867.67
CONV-002431,ORD-009088,2024-05-03,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-008567,Assisted Purchase,434.87
CONV-002432,ORD-008954,2024-09-30,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-012489,Purchase,218.68
CONV-002433,ORD-008988,2024-11-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-003600,Purchase,308.60
CONV-002434,ORD-009977,2024-11-11,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-004162,Purchase,1088.71
CONV-002435,ORD-006916,2024-10-16,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,CUST-014173,Purchase,955.60
CONV-002436,ORD-010875,2024-11-22,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-011187,Purchase,270.60
CONV-002437,ORD-007295,2024-11-19,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-002851,Purchase,698.80
CONV-002438,ORD-007040,2024-04-05,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,CUST-012802,Purchase,615.60
CONV-002439,ORD-013494,2024-02-12,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,CUST-008345,Purchase,2101.88
CONV-002440,ORD-012831,2024-10-30,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-013270,Purchase,1226.82
CONV-002441,ORD-000627,2024-01-03,France,Organic Search,,,CUST-001328,Purchase,1541.03
CONV-002442,ORD-012185,2024-02-23,Portugal,Organic Search,,,CUST-012136,Purchase,557.08
CONV-002443,ORD-013380,2024-09-21,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-004219,Purchase,510.54
CONV-002444,ORD-012996,2024-11-16,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-010131,Purchase,1532.92
CONV-002445,ORD-002151,2024-11-04,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-019428,Purchase,303.06
CONV-002446,ORD-007275,2024-10-25,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-003390,Purchase,565.22
CONV-002447,ORD-006165,2024-12-12,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-016168,Assisted Purchase,1016.83
CONV-002448,ORD-012258,2024-03-03,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-019407,Assisted Purchase,2359.43
CONV-002449,ORD-011826,2024-01-27,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,CUST-019237,Purchase,1193.11
CONV-002450,ORD-001454,2024-10-08,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-001857,Purchase,581.67
CONV-002451,ORD-003261,2024-07-23,Spain,Direct,,,CUST-019821,Purchase,1255.08
CONV-002452,ORD-008044,2024-07-02,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-002517,Purchase,313.45
CONV-002453,ORD-001321,2024-09-06,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-014403,Assisted Purchase,430.26
CONV-002454,ORD-009447,2024-05-24,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-000498,Purchase,2720.37
CONV-002455,ORD-002387,2024-10-16,France,Organic Search,,,CUST-017767,Purchase,1951.64
CONV-002456,ORD-008895,2024-08-08,France,Organic Search,,,CUST-019173,Purchase,980.75
CONV-002457,ORD-008399,2024-04-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-010071,Purchase,742.08
CONV-002458,ORD-002672,2024-11-07,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-013222,Purchase,200.90
CONV-002459,ORD-002083,2024-02-21,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-002400,Assisted Purchase,859.76
CONV-002460,ORD-007789,2024-11-24,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-019240,Purchase,394.60
CONV-002461,ORD-004044,2024-05-30,France,Direct,,,CUST-001521,Purchase,2376.95
CONV-002462,ORD-007769,2024-10-13,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-002037,Assisted Purchase,826.73
CONV-002463,ORD-004719,2024-01-05,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-012165,Purchase,2070.22
CONV-002464,ORD-003985,2024-01-15,Spain,Organic Search,,,CUST-011543,Assisted Purchase,1811.28
CONV-002465,ORD-011178,2024-05-23,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-006460,Assisted Purchase,1876.02
CONV-002466,ORD-011522,2024-12-15,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-011855,Purchase,2360.63
CONV-002467,ORD-001536,2024-02-25,France,Organic Search,,,CUST-017031,Purchase,434.97
CONV-002468,ORD-010578,2024-11-04,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-016383,Purchase,392.75
CONV-002469,ORD-001234,2024-05-31,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,CUST-012001,Purchase,1198.43
CONV-002470,ORD-003308,2024-11-11,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-007973,Purchase,1837.94
CONV-002471,ORD-012773,2024-12-31,France,Direct,,,CUST-002979,Purchase,1112.10
CONV-002472,ORD-010961,2024-06-12,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-011301,Assisted Purchase,1456.03
CONV-002473,ORD-009887,2024-03-07,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-005861,Purchase,2119.55
CONV-002474,ORD-009097,2024-01-18,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-009461,Purchase,423.48
CONV-002475,ORD-010632,2024-04-11,France,Direct,,,CUST-003198,Purchase,1502.18
CONV-002476,ORD-012207,2024-11-13,Portugal,Organic Search,,,CUST-013711,Purchase,629.82
CONV-002477,ORD-013261,2024-07-13,Spain,Organic Search,,,CUST-002384,Purchase,269.16
CONV-002478,ORD-INVALID-002477,2024-01-05,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-000489,Purchase,822.67
CONV-002479,ORD-011746,2024-05-30,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-014010,Purchase,1171.46
CONV-002480,ORD-008970,2024-06-12,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-000980,Purchase,940.47
CONV-002481,ORD-010058,2024-04-26,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,CUST-007324,Purchase,798.79
CONV-002482,ORD-000159,2024-03-07,France,Direct,,,CUST-019625,Purchase,726.96
CONV-002483,ORD-007280,2024-04-03,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,CUST-017943,Purchase,1293.17
CONV-002484,ORD-001061,2024-02-21,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-004677,Purchase,1177.07
CONV-002485,ORD-009064,2024-11-14,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-000356,Purchase,1091.68
CONV-002486,ORD-007876,2024-09-12,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-013204,Purchase,423.46
CONV-002487,ORD-010513,2024-01-24,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-003507,Assisted Purchase,877.02
CONV-002488,ORD-013250,2024-02-27,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-012336,Purchase,1457.87
CONV-002489,ORD-003424,2024-03-11,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-006219,Purchase,1280.14
CONV-002490,ORD-003264,2024-01-07,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,CUST-019014,Assisted Purchase,65.65
CONV-002491,ORD-001011,2024-07-17,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-013011,Purchase,399.56
